geoid,ctlabel,ct2020,boroct2020,borocode,boroname,ntaname,nta2020,cdeligibil,cdta2020,cdtaname,shape_area,shape_leng,created_at,updated_at,row_id,centroid_lat,centroid_lon
36005040400,404,040400,2040400,2,Bronx,Williamsbridge-Olinville,BX1201,I,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),2316966.92051,6116.02683935,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-jgkj.8amw_gn92,40.886103103701004,-73.84982130641302
36005040501,405.01,040501,2040501,2,Bronx,Bedford Park,BX0702,E,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),873437.275815,4542.80551193,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-cnnq_p5i3-ec4j,40.86709716256409,-73.89089811378048
36005040502,405.02,040502,2040502,2,Bronx,Bedford Park,BX0702,E,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),1534114.73938,5358.5701023,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-hu43_ybud~dxnz,40.86597844548961,-73.88873671341835
36005040600,406,040600,2040600,2,Bronx,Williamsbridge-Olinville,BX1201,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),2403938.30703,6241.56702883,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8vtf~rhmf.g965,40.88794533400474,-73.85658549529288
36005040701,407.01,040701,2040701,2,Bronx,Bedford Park,BX0702,E,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),630565.99885,3907.03268233,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-udcf-fkbx~264i,40.871822884383235,-73.89018556168655
36005040702,407.02,040702,2040702,2,Bronx,Bedford Park,BX0702,E,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),1956959.06902,6195.8241569,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-hzpj-9whc-fjit,40.86961843802422,-73.88683548825915
36005040800,408,040800,2040800,2,Bronx,Williamsbridge-Olinville,BX1201,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),1323605.75549,5032.25020613,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-r8kc~3uuh~36rt,40.890010774209976,-73.86160739202184
36005041500,415,041500,2041500,2,Bronx,Bedford Park,BX0702,E,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),1471377.99111,5181.19323592,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-2vzn.bk7n-ypiy,40.870803711804506,-73.88343532072449
36005041900,419,041900,2041900,2,Bronx,Norwood,BX0703,E,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),3505470.6256,8588.72336731,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-t4ag-62td-wigq,40.875527862747155,-73.88236281996866
36005042000,420,042000,2042000,2,Bronx,Wakefield-Woodlawn,BX1203,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),1615128.62133,5084.22270587,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-2h42~hvxu~4ddk,40.893027936718866,-73.86023864466502
36005042200,422,042200,2042200,2,Bronx,Wakefield-Woodlawn,BX1203,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),1884434.65354,5599.16113814,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-es44.dket~6nv4,40.8914693167586,-73.85493092925601
36005042300,423,042300,2042300,2,Bronx,Norwood,BX0703,E,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),1939179.56685,6174.6633311,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-h7qr~69j2_87n4,40.877726087968355,-73.87735843286792
36005042400,424,042400,2042400,2,Bronx,Wakefield-Woodlawn,BX1203,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),1882378.49136,5694.371933,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5udz.pbwq_7cmv,40.88985138450379,-73.8494824997035
36005042800,428,042800,2042800,2,Bronx,Wakefield-Woodlawn,BX1203,I,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),1821034.94913,5422.97996354,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-azyb~udwb-vi6y,40.89469521464333,-73.84549319293652
36005042902,429.02,042902,2042902,2,Bronx,Norwood,BX0703,E,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),1011498.96245,4590.90527218,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-h3vp~ewzw_yq8u,40.87726685156772,-73.87341616413063
36005043000,430,043000,2043000,2,Bronx,Wakefield-Woodlawn,BX1203,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),2219376.10801,5850.89658383,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-985g.i3mk~vdeq,40.89327563313083,-73.85084561275643
36005043101,431.01,043101,2043101,2,Bronx,Norwood,BX0703,E,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),1102962.88843,5047.25931393,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-6zh8_scqb~qpv4,40.88438590110094,-73.8787091930674
36005043400,434,043400,2043400,2,Bronx,Wakefield-Woodlawn,BX1203,I,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),3761013.02553,10436.3507716,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-zc72~6wdz~r4rp,40.898852882972,-73.8507837385865
36005043600,436,043600,2043600,2,Bronx,Wakefield-Woodlawn,BX1203,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),1679294.21467,5633.95484834,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5e5s~jyzd-ytxr,40.89736599258694,-73.85079293668828
36005044200,442,044200,2044200,2,Bronx,Wakefield-Woodlawn,BX1203,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),2615882.21229,7344.85146993,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-dg4d.wd2w_jcye,40.90325287828136,-73.84616577804815
36005044400,444,044400,2044400,2,Bronx,Wakefield-Woodlawn,BX1203,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),3923532.515,7797.64437191,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-33bw_xh4z_qquh,40.89965618255966,-73.84217748147003
36005044800,448,044800,2044800,2,Bronx,Wakefield-Woodlawn,BX1203,I,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),1817407.01558,5439.25891133,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-q778-cww4.ksuz,40.89555939253513,-73.84119172473598
36005044901,449.01,044901,2044901,2,Bronx,Wakefield-Woodlawn,BX1203,I,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),1709948.08783,5644.97571488,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-dd3s.sm3a_u57q,40.89787653373283,-73.87420540452611
36005044902,449.02,044902,2044902,2,Bronx,Wakefield-Woodlawn,BX1203,I,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),1676407.58221,5774.97285878,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-xhnk-9gtz.qau9,40.89994255584042,-73.8690853945033
36005045600,456,045600,2045600,2,Bronx,Eastchester-Edenwald-Baychester,BX1202,I,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),9450414.54033,28870.0467701,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5qhw.tvmn_f95w,40.88834772921548,-73.81842908773527
36005045800,458,045800,2045800,2,Bronx,Eastchester-Edenwald-Baychester,BX1202,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),2582516.45507,6478.78712264,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nnrq~9zd5_nczn,40.88569624029173,-73.845307523944
36005046204,462.04,046204,2046204,2,Bronx,Co-op City,BX1004,I,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),1470909.23623,5300.73194348,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-rn85.a8aj~4zz9,40.87307313362052,-73.82597550943646
36005046206,462.06,046206,2046206,2,Bronx,Co-op City,BX1004,I,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),769214.690871,4670.61476197,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-qczu~uzvh-zwdj,40.875470790361746,-73.82700237982253
36005046207,462.07,046207,2046207,2,Bronx,Co-op City,BX1004,E,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),1991108.97659,6903.80894286,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-csvm.jttr_b7em,40.877109205346216,-73.83139276642613
36005046209,462.09,046209,2046209,2,Bronx,Eastchester-Edenwald-Baychester,BX1202,E,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),5133432.7557,14200.5863956,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-mh2d_sp2z-fdgc,40.883826619047625,-73.82882996494722
36005048401,484.01,048401,2048401,2,Bronx,Eastchester-Edenwald-Baychester,BX1202,I,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),5439600.14117,12465.3901315,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-54kh_j2em.8bum,40.885982218945664,-73.83184648123468
36005048402,484.02,048402,2048402,2,Bronx,Eastchester-Edenwald-Baychester,BX1202,I,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),2046789.96771,5958.43524052,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-g7mi.q8kn-du9r,40.8872668345154,-73.83982571766012
36081000200,2,000200,4000200,4,Queens,Woodhaven,QN0905,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1665705.39926,5113.95056603,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ge7g~9yav~rcpr,40.69288808775093,-73.8657043659732
36081000600,6,000600,4000600,4,Queens,Woodhaven,QN0905,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),2307340.94702,6437.13415489,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-wgtm_9cjt-rc6q,40.685387018078714,-73.86352330398734
36081000702,7.02,000702,4000702,4,Queens,Long Island City-Hunters Point,QN0201,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),3276086.41622,8180.11274594,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ud3b.fmi6_a745,40.746281998162345,-73.94990409548821
36081000800,8,000800,4000800,4,Queens,Woodhaven,QN0905,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),2043534.09237,5918.32328255,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-6sbc-znws-uade,40.68697196129959,-73.8580902203537
36081001000,10,001000,4001000,4,Queens,Woodhaven,QN0905,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1743090.12349,5286.51062602,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-3bcb_qbqf~5zxy,40.690796189656936,-73.85919538008329
36081001200,12,001200,4001200,4,Queens,Woodhaven,QN0905,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),2420973.94336,6305.93961883,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-awig_gu5j.4qsn,40.694001826859555,-73.86107623677287
36081001600,16,001600,4001600,4,Queens,Woodhaven,QN0905,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1623632.85923,5985.30710142,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ew8f_ywcn~ka4y,40.68933125989052,-73.85465062826346
36081002400,24,002400,4002400,4,Queens,Richmond Hill,QN0902,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1519335.33945,5361.26504539,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-hki6_tsde-k9cy,40.69711025235757,-73.84654527227158
36081002600,26,002600,4002600,4,Queens,Richmond Hill,QN0902,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1593309.25524,6189.62680464,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-3hwj-dejh_fsxc,40.697066311790266,-73.84319178318734
36081002800,28,002800,4002800,4,Queens,Richmond Hill,QN0902,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),2422506.15515,6459.69017176,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-gaak~u9ju_cc8p,40.69195201260045,-73.84372597495577
36081003000,30,003000,4003000,4,Queens,Woodhaven,QN0905,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1220952.71513,5661.79084508,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-jb7b.r8xb.igck,40.69103374523276,-73.84716086452072
36081003100,31,003100,4003100,4,Queens,Queensbridge-Ravenswood-Dutch Kills,QN0105,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1775765.17661,6683.0106261,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-sdeq-w8e8-kww7,40.753122420454275,-73.93303200249588
36081003200,32,003200,4003200,4,Queens,Ozone Park (North),QN0904,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1731989.34025,5607.36997722,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-hp3f_d7r8~j7xz,40.68731127690665,-73.8466948751537
36081003302,33.02,003302,4003302,4,Queens,Queensbridge-Ravenswood-Dutch Kills,QN0105,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),3527015.33462,8992.52941955,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-yrpd-zcfx-dt24,40.756397115171104,-73.9368482246048
36081004002,40.02,004002,4004002,4,Queens,Ozone Park,QN1002,E,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),1396952.33148,5677.82944129,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-2gws-pphm-be5e,40.681412077090116,-73.84365648121376
36081004300,43,004300,4004300,4,Queens,Queensbridge-Ravenswood-Dutch Kills,QN0105,E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1841331.48483,6412.1613882,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-rte6-vvvy.w4uk,40.761893793131485,-73.93666918009599
36081004500,45,004500,4004500,4,Queens,Queensbridge-Ravenswood-Dutch Kills,QN0105,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2375492.22938,7941.4120659,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5hgh_vmd7_wcp4,40.764260439587524,-73.934120009819
36081004700,47,004700,4004700,4,Queens,Queensbridge-Ravenswood-Dutch Kills,QN0105,E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1928980.71584,5564.48087832,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-k3dt-gqxh~eeah,40.76105453798503,-73.93424984843753
36081005000,50,005000,4005000,4,Queens,Ozone Park,QN1002,I,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),1637675.63626,5151.95018932,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-9hgz.fh4f.e7rz,40.67729848474772,-73.85461176766569
36081005100,51,005100,4005100,4,Queens,Queensbridge-Ravenswood-Dutch Kills,QN0105,E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1476104.39491,5387.3667992,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-awt2-4frk~kytp,40.7556666544521,-73.93234291664179
36081005300,53,005300,4005300,4,Queens,Astoria (Central),QN0103,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2111785.60341,8537.62798454,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-jbhc~t26u-kdex,40.76067606449473,-73.92953508848568
36081005500,55,005500,4005500,4,Queens,Queensbridge-Ravenswood-Dutch Kills,QN0105,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1786238.07707,5268.30135289,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8dbd.6vwz-aeut,40.75364219549904,-73.92752438684076
36081005700,57,005700,4005700,4,Queens,Astoria (Central),QN0103,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2406263.4064,6805.19655776,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-tp8z.aef4_9n98,40.75714046707562,-73.92556701602645
36081006300,63,006300,4006300,4,Queens,Astoria (Central),QN0103,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2288295.47334,6358.78224538,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-epha-xi9m_eudp,40.764537733863975,-73.92031242041988
36081006501,65.01,006501,4006501,4,Queens,Astoria (Central),QN0103,E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1198418.20825,5124.69075031,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-z4ib-tgqu-38wd,40.768239594859075,-73.91777764841751
36081006502,65.02,006502,4006502,4,Queens,Astoria (Central),QN0103,E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1650722.20771,5907.49095643,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-uxz2-pnbq_uqny,40.766656860391095,-73.91483852380917
36081006900,69,006900,4006900,4,Queens,Astoria (Central),QN0103,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2266843.34782,6617.18757531,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-gtsr~nn98-ait3,40.7715625295754,-73.92181935093478
36081007100,71,007100,4007100,4,Queens,Astoria (Central),QN0103,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2102179.87909,8689.50737966,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-hmk5.ccti_4bv6,40.76919992088341,-73.92273497333537
36081007300,73,007300,4007300,4,Queens,Astoria (Central),QN0103,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1522290.21541,4969.44632485,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-cc85_gm9s_5zun,40.76691128120726,-73.9252673467709
36081007500,75,007500,4007500,4,Queens,Astoria (Central),QN0103,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1391240.15479,4760.63598872,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8kjg-ym4j-ci54,40.7645359902338,-73.92692936527786
36081007700,77,007700,4007700,4,Queens,Old Astoria-Hallets Point,QN0102,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1363202.22378,4849.72293964,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-y8y2~wc23-9ed8,40.76675610761895,-73.9313739212201
36081007900,79,007900,4007900,4,Queens,Old Astoria-Hallets Point,QN0102,E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1727510.95402,5365.90109502,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ci6u_rtfc_7gcc,40.76877437408455,-73.92993465376126
36081008300,83,008300,4008300,4,Queens,Old Astoria-Hallets Point,QN0102,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2059577.3564,7048.15730003,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-jkrr_rprb-mzwj,40.772681581546806,-73.92940737097344
36081008500,85,008500,4008500,4,Queens,Queensbridge-Ravenswood-Dutch Kills,QN0105,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2942541.84494,11139.8893002,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-qxac-jhew_75hc,40.76108347936932,-73.93961886227821
36081009400,94,009400,4009400,4,Queens,South Ozone Park,QN1001,E,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),1869642.07939,7131.93096921,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ubv5.a2kb_7mqw,40.68108576892293,-73.83668174140291
36081009500,95,009500,4009500,4,Queens,Astoria (North)-Ditmars-Steinway,QN0101,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1770676.82895,6035.05978164,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nwka-pd4x~pc7c,40.77424000658323,-73.92092911119087
36081009600,96,009600,4009600,4,Queens,South Ozone Park,QN1001,E,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),2222233.91028,6574.8571825,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-z8re~83pm.q36e,40.680630151116425,-73.83226557404025
36081009700,97,009700,4009700,4,Queens,Astoria (North)-Ditmars-Steinway,QN0101,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2171669.75842,6276.00602072,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-bfr3.zkf5_h2pc,40.776889781522605,-73.9187047561991
36081009800,98,009800,4009800,4,Queens,South Ozone Park,QN1001,E,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),1460890.7745,6831.5558904,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-kx7b.afv8~jnej,40.68525820381276,-73.83112532326889
36081010000,100,010000,4010000,4,Queens,South Ozone Park,QN1001,I,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),2403901.57796,7603.44502508,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-3wki_tqm2.uxss,40.680435759834666,-73.82846292229421
36081010100,101,010100,4010100,4,Queens,Astoria (North)-Ditmars-Steinway,QN0101,E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1860062.55684,5978.76337526,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ubei_7rs5~gx44,40.77849204818414,-73.91618886870643
36081010200,102,010200,4010200,4,Queens,South Ozone Park,QN1001,I,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),2302072.58323,7032.65623837,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ze73~yqhq~xhhy,40.67828014720473,-73.8228827118663
36081010400,104,010400,4010400,4,Queens,South Ozone Park,QN1001,E,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),2007367.96595,6736.5503337,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-yiz4.ast7.pfwv,40.68270398861992,-73.82623992135677
36081010800,108,010800,4010800,4,Queens,South Richmond Hill,QN0903,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1696627.40311,6002.66695759,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-exun-tsfd.wzsa,40.68913549828479,-73.83052488144786
36081011100,111,011100,4011100,4,Queens,Astoria (North)-Ditmars-Steinway,QN0101,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1622555.67728,5447.70009075,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-iz86.7pmg~32d4,40.77882362486943,-73.9070471309299
36081011200,112,011200,4011200,4,Queens,Ozone Park (North),QN0904,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),2029245.46462,6398.94579402,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-gqin-6snf-yyc6,40.683884344205595,-73.83850482371841
36081011300,113,011300,4011300,4,Queens,Astoria (North)-Ditmars-Steinway,QN0101,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1922996.07481,6050.89773189,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-yqyf.fg8a_85sw,40.77648198373515,-73.90855864612877
36081011400,114,011400,4011400,4,Queens,Ozone Park (North),QN0904,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1280315.3319,4984.73243532,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-cbym.mebr_esqm,40.68777053999279,-73.84164331025445
36081011500,115,011500,4011500,4,Queens,Astoria (North)-Ditmars-Steinway,QN0101,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1997218.90741,5907.90916786,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-p976_j6ug_cvya,40.774554888975175,-73.9129645187976
36081011700,117,011700,4011700,4,Queens,Astoria (North)-Ditmars-Steinway,QN0101,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2290673.09601,6365.30326033,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-jkzs.uq35_6hwh,40.77181563386706,-73.9104027494713
36081011900,119,011900,4011900,4,Queens,Astoria (North)-Ditmars-Steinway,QN0101,E,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1199794.97295,4488.1111601,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-vsme~qna2.prez,40.77129293467187,-73.90611145126483
36081012000,120,012000,4012000,4,Queens,South Richmond Hill,QN0903,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1553008.39875,5106.78836311,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5rri_rgak~x47n,40.69173408205851,-73.82839757376958
36081012100,121,012100,4012100,4,Queens,Astoria (North)-Ditmars-Steinway,QN0101,I,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1484400.48136,5080.83239361,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-cmvv_ceqi~mvy8,40.77269131045275,-73.90317555202003
36081012200,122,012200,4012200,4,Queens,Richmond Hill,QN0902,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),2262780.1082,6539.52176708,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-vd3r~3mhd~i6ff,40.69637503171934,-73.83080286792277
36081012400,124,012400,4012400,4,Queens,Richmond Hill,QN0902,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),2134135.58008,6196.8374175,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-chek-d5pf-c5gi,40.6949693995733,-73.834074624861
36081012601,126.01,012601,4012601,4,Queens,Richmond Hill,QN0902,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1618300.19198,5821.89174063,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-wnbz_q56f-k37z,40.69321033021231,-73.8376230596234
36081012602,126.02,012602,4012602,4,Queens,Richmond Hill,QN0902,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1605869.87945,5639.63908538,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-sp8e-tkci_g6cc,40.69282244157473,-73.84075693485558
