geoid,ctlabel,ct2020,boroct2020,borocode,boroname,ntaname,nta2020,cdeligibil,cdta2020,cdtaname,shape_area,shape_leng,created_at,updated_at,row_id,centroid_lat,centroid_lon
36061000100,1,000100,1000100,1,Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,MN0191,I,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),1843004.52241,10833.0439286,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-n3v9_fibw~s7xp,40.69327990429289,-74.04405620172456
36061001401,14.01,001401,1001401,1,Manhattan,Lower East Side,MN0302,I,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),1006116.58954,5075.33199951,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-r3ub~566h_ntm6,40.71498294980019,-73.98669881409481
36061001402,14.02,001402,1001402,1,Manhattan,Lower East Side,MN0302,E,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),1226206.24719,4459.1560187,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-7ax4_er4v-39ht,40.717463564590055,-73.98578202598604
36061001800,18,001800,1001800,1,Manhattan,Lower East Side,MN0302,I,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),2399276.86435,6391.92117449,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-rbey.gfbd-2auc,40.719172004733295,-73.99084351718433
36061002201,22.01,002201,1002201,1,Manhattan,Lower East Side,MN0302,E,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),1740173.87581,5779.06260724,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-2v9z-5b5y_tyj9,40.71843294667108,-73.98102178826697
36061002602,26.02,002602,1002602,1,Manhattan,East Village,MN0303,E,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),1114857.11794,4491.20321958,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-tyi4~hyq3-ptun,40.723829673227605,-73.9784319462433
36061002800,28,002800,1002800,1,Manhattan,East Village,MN0303,E,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),1973678.51036,5627.55508949,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-enbr_7p7f~ndvr,40.72661162050707,-73.9762723932305
36061003400,34,003400,1003400,1,Manhattan,East Village,MN0303,I,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),1718451.57484,5503.30704443,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ipcb.unzy~x84y,40.729134900978934,-73.98160997908211
36061003601,36.01,003601,1003601,1,Manhattan,Lower East Side,MN0302,E,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),1082296.16558,4201.29530909,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-eddj-bprh.hdn5,40.72253054033678,-73.9911176912672
36061003602,36.02,003602,1003602,1,Manhattan,East Village,MN0303,I,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),961070.500061,4076.25032584,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-qahw~nbz2.mjgc,40.724202349518265,-73.99028768101647
36061004001,40.01,004001,1004001,1,Manhattan,East Village,MN0303,I,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),995026.108423,4151.97661678,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-iahi.y9p7_n97f,40.73066259521985,-73.98448297477907
36061004002,40.02,004002,1004002,1,Manhattan,East Village,MN0303,I,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),932610.986207,4046.98099391,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-j3cs-vw5n_5tki,40.73110496085993,-73.9871964422466
36061004100,41,004100,1004100,1,Manhattan,SoHo-Little Italy-Hudson Square,MN0201,I,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),2058611.73916,5913.87051174,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-fw58~mtq4-kpic,40.719445684030525,-73.99617437428047
36061004300,43,004300,1004300,1,Manhattan,SoHo-Little Italy-Hudson Square,MN0201,I,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),1605585.00792,5090.41972568,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-4by5_znye-jny9,40.72326668230479,-73.99480871997436
36061005400,54,005400,1005400,1,Manhattan,Midtown South-Flatiron-Union Square,MN0501,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1809255.74584,5588.63726023,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-cebx.mvbv.tw8z,40.73900109246751,-73.99332912340637
36061005501,55.01,005501,1005501,1,Manhattan,Greenwich Village,MN0202,I,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),1338496.69078,4650.76717844,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-3xci-7yte~966i,40.72748586150174,-73.99696510464963
36061005502,55.02,005502,1005502,1,Manhattan,Greenwich Village,MN0202,I,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),1243017.22804,4547.01610161,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-z42n-xzkk-5epn,40.725913147830404,-73.9938258056684
36061005800,58,005800,1005800,1,Manhattan,Midtown South-Flatiron-Union Square,MN0501,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1879679.3185,5720.57424501,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-zgbh_3usc-ant4,40.74327933509062,-73.99021145849551
36061006700,67,006700,1006700,1,Manhattan,West Village,MN0203,I,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),1812883.09437,5458.85945313,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-3f79~kng8~sryg,40.730628060555,-74.00370741458228
36061006800,68,006800,1006800,1,Manhattan,Gramercy,MN0602,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),1877720.94746,5723.8908693,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5wav_xj8i-rcyd,40.74010582841685,-73.98449073323978
36061007001,70.01,007001,1007001,1,Manhattan,Murray Hill-Kips Bay,MN0603,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),967527.980166,4116.82319428,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-rq7s-md2m-gtvu,40.7424988018591,-73.97568172222503
36061007002,70.02,007002,1007002,1,Manhattan,Murray Hill-Kips Bay,MN0603,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),941181.266394,4036.36952209,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ex8m-w69d_jmmb,40.7438665916482,-73.97792642248284
36061007200,72,007200,1007200,1,Manhattan,Murray Hill-Kips Bay,MN0603,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),1877428.79582,5722.94380674,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-uda6_udz8_uc7q,40.74497025665547,-73.98086459923623
36061007300,73,007300,1007300,1,Manhattan,West Village,MN0203,I,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),1778587.97432,5754.13421011,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-whwh~2y2g_vhgw,40.73379527302653,-74.00379135393472
36061007600,76,007600,1007600,1,Manhattan,Midtown South-Flatiron-Union Square,MN0501,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1873518.14596,5717.63343742,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-dwt9.z59m-978b,40.74773248301153,-73.9873555224607
36061007700,77,007700,1007700,1,Manhattan,West Village,MN0203,I,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),1924995.85467,5765.37214246,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ciae~2j3v_w9d9,40.73790336722394,-74.00369657369035
36061007800,78,007800,1007800,1,Manhattan,Murray Hill-Kips Bay,MN0603,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),1912109.89721,5546.86738568,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-vxe7-bgr2-2gq9,40.7465183952567,-73.97438641733544
36061008000,80,008000,1008000,1,Manhattan,Murray Hill-Kips Bay,MN0603,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),1855976.69853,5682.15354559,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-sydc_b2pp_6vzr,40.74960644849294,-73.97749099899677
36061008100,81,008100,1008100,1,Manhattan,Chelsea-Hudson Yards,MN0401,I,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),1875912.49868,5683.39375249,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-7u4v~szfu~e9hb,40.73983752204635,-73.99846273745216
36061008200,82,008200,1008200,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1856719.42016,5681.26086793,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-amud~2wqi-xjzt,40.75092398143526,-73.98029546629112
36061008300,83,008300,1008300,1,Manhattan,Chelsea-Hudson Yards,MN0401,I,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),1873011.55559,5681.51426302,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-9xmw.jbce~65ei,40.74236816005952,-74.00494701244862
36061008400,84,008400,1008400,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1862741.7982,5690.70188955,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-udhv-7j2d~vw7u,40.751962008344016,-73.98408912719516
36061008900,89,008900,1008900,1,Manhattan,Chelsea-Hudson Yards,MN0401,I,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),1782674.02883,5578.14058896,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-mzun-j3vh~p5q3,40.74456646044429,-74.0028935790046
36061009200,92,009200,1009200,1,Manhattan,East Midtown-Turtle Bay,MN0604,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),2118430.84368,6172.97892123,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nihj~86ar-ngq5,40.753675555544895,-73.97509117528189
36061009300,93,009300,1009300,1,Manhattan,Chelsea-Hudson Yards,MN0401,I,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),1929422.59302,5740.25895778,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8zpc-pmyh~qqur,40.74820622206924,-74.00140799408929
36061009400,94,009400,1009400,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1646379.21085,5738.94007408,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-a45k_8zfx_n43m,40.75504504351561,-73.97772113295862
36061009500,95,009500,1009500,1,Manhattan,Midtown South-Flatiron-Union Square,MN0501,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1851171.26824,5658.97064554,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nwj7.8ttw_dj7k,40.7471759069986,-73.99320944748935
36061009600,96,009600,1009600,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1887288.38572,5737.35624361,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-xyaq_9rnx-2ik3,40.75631532027099,-73.98050529560494
36061009902,99.02,009902,1009902,1,Manhattan,Chelsea-Hudson Yards,MN0401,I,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),2006894.91578,8383.89303696,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-j9bu-ndca.ng6u,40.75240674090362,-74.00771779756715
36061010000,100,010000,1010000,1,Manhattan,East Midtown-Turtle Bay,MN0604,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),1859881.00494,5684.21153375,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-tvxv.b5pa-pgm8,40.758109834316734,-73.97133314978493
36061010100,101,010100,1010100,1,Manhattan,Midtown South-Flatiron-Union Square,MN0501,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1891377.88368,5701.71568337,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-wu64-jgx5_kru7,40.74982183865638,-73.99076189922968
36061010200,102,010200,1010200,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1860992.68904,5687.80226274,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-sn9h.jg2t~vdi7,40.75943535588601,-73.97415248276054
36061010400,104,010400,1010400,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1864600.36943,5693.03611742,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ydig_ujd6.rjus,40.7607348595788,-73.97756191720337
36061010801,108.01,010801,1010801,1,Manhattan,East Midtown-Turtle Bay,MN0604,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),763140.650626,3972.95944216,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-vd4w.q5hy-g9br,40.758060234055094,-73.96614911481814
36061010802,108.02,010802,1010802,1,Manhattan,East Midtown-Turtle Bay,MN0604,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),617743.798635,3142.73680625,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8zc9~k2ps_3k9i,40.759368336331335,-73.96359346755264
36061010803,108.03,010803,1010803,1,Manhattan,East Midtown-Turtle Bay,MN0604,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),583083.686492,3086.90209011,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nuz6-tqdt_5bav,40.76025630722816,-73.96639462482618
36061010900,109,010900,1010900,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1891364.51329,5703.53152525,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-b386_6gjh-3axt,40.751909964415994,-73.98933919705942
36061011201,112.01,011201,1011201,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),856164.278256,3716.14703189,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-bagj-3abp-rcee,40.764063515827736,-73.97477628272154
36061011202,112.02,011202,1011202,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),839525.673026,3688.76232873,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5i9m_wfyb-7shv,40.76259048303398,-73.97185793522415
36061011203,112.03,011203,1011203,1,Manhattan,East Midtown-Turtle Bay,MN0604,I,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),841193.010068,3682.03628269,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-e6ey_2vh2.up7r,40.76116143059971,-73.96858209011879
36061011300,113,011300,1011300,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1890907.26841,5699.86063926,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-qvdr_te7s.fht3,40.75483519138468,-73.98754882231007
36061011402,114.02,011402,1011402,1,Manhattan,Upper East Side-Carnegie Hill,MN0802,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),1063547.35349,4125.25634984,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-xnkj_wpga_u57h,40.76365759214002,-73.96739526969634
36061011800,118,011800,1011800,1,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),1903276.24949,5524.54237891,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-fssm.uijg.tyy7,40.76567428652617,-73.96052723884137
36061011900,119,011900,1011900,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1911310.687,5722.09072885,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-c5yi_z45i~42ap,40.75727741775153,-73.98590873981439
36061012000,120,012000,1012000,1,Manhattan,Upper East Side-Carnegie Hill,MN0802,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),1862415.5113,5693.86556537,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-h5tt_h2ce.v9w4,40.76705552341393,-73.96475590223159
36061012101,121.01,012101,1012101,1,Manhattan,Hell's Kitchen,MN0402,I,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),959570.57603,3933.12523601,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ag26_xjv6~xm4f,40.759184476246816,-73.99005640359029
36061012102,121.02,012102,1012102,1,Manhattan,Hell's Kitchen,MN0402,E,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),959890.059289,3933.96052052,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-uzh9_y3df.dya7,40.76031164045158,-73.99310020393742
36061012200,122,012200,1012200,1,Manhattan,Upper East Side-Carnegie Hill,MN0802,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),1857829.44403,5683.16743346,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-tq7p-7zjn_6pgw,40.768328531295616,-73.96777157464352
36061012500,125,012500,1012500,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1875481.30316,5683.93714341,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-c34k~hd9j.6j8r,40.75987262960504,-73.98399410399414
36061012601,126.01,012601,1012601,1,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),1015522.49459,4209.3767848,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-cmjt.te3b.5ju4,40.767781270177124,-73.95756254037317
36061012602,126.02,012602,1012602,1,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),960965.25201,4127.74443944,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-vf5m-xyg7-yf48,40.76892936975355,-73.95965631205279
36061012700,127,012700,1012700,1,Manhattan,Hell's Kitchen,MN0402,I,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),1872371.15965,5682.36124648,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ds88.jdvh.v6gv,40.76233160836142,-73.98995343511164
36061013000,130,013000,1013000,1,Manhattan,Upper East Side-Carnegie Hill,MN0802,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),1918144.60557,5807.97295431,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-f5yq~pcin-h4dn,40.77276350811759,-73.96442732385759
36061013100,131,013100,1013100,1,Manhattan,Midtown-Times Square,MN0502,I,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),1874645.76618,5680.12341863,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-y9f7.762k-tgic,40.762485040190285,-73.98200055211012
36061013201,132.01,013201,1013201,1,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,E,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),839787.97446,4225.20832659,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-4x2x~v7p7.3mx2,40.76838995323902,-73.95102891707786
36061013202,132.02,013202,1013202,1,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),727876.704945,3431.47781008,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-aqgk.p4er~rkjh,40.76963947300845,-73.94891453981298
36061013300,133,013300,1013300,1,Manhattan,Hell's Kitchen,MN0402,I,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),1876670.07208,5684.39575861,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-mft5-zh4j~hftz,40.76450970054778,-73.9877505680085
36061013601,136.01,013601,1013601,1,Manhattan,Upper East Side-Yorkville,MN0803,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),400550.316304,3364.50474684,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-g6dv_2wbq_sqyw,40.771853835082204,-73.94627977091258
36061013602,136.02,013602,1013602,1,Manhattan,Upper East Side-Yorkville,MN0803,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),607002.755157,3118.99716083,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-fsgj_ubpj_mav3,40.771855229909725,-73.94822965381216
36061014801,148.01,014801,1014801,1,Manhattan,Upper East Side-Carnegie Hill,MN0802,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),559215.97959,3135.95092545,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-6rci.hhrt_nh79,40.778949504724054,-73.95615845904557
36061014900,149,014900,1014900,1,Manhattan,Upper West Side-Lincoln Square,MN0701,I,MN07,MN07 Upper West Side (CD 7 Approximation),1880350.1967,5690.75677324,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-gf79-yrwq-jyq2,40.772601971198455,-73.98361927063264
36061015001,150.01,015001,1015001,1,Manhattan,Upper East Side-Carnegie Hill,MN0802,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),556354.460363,3124.39323032,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-9k46-md3x~4374,40.78007733000588,-73.9588292658341
36061015002,150.02,015002,1015002,1,Manhattan,Upper East Side-Carnegie Hill,MN0802,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),1352304.17042,4689.9061917,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-3gad-9i92_in7e,40.78243787189192,-73.95730100403331
36061015101,151.01,015101,1015101,1,Manhattan,Upper West Side-Lincoln Square,MN0701,E,MN07,MN07 Upper West Side (CD 7 Approximation),1179802.65734,4418.89071022,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-fehp.d5ng-9pft,40.773180767667114,-73.98678956495547
36061015301,153.01,015301,1015301,1,Manhattan,Upper West Side-Lincoln Square,MN0701,I,MN07,MN07 Upper West Side (CD 7 Approximation),934986.551944,3880.01113814,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ksjc.mews-3fbb,40.77431630672944,-73.97902967112746
36061015302,153.02,015302,1015302,1,Manhattan,Upper West Side-Lincoln Square,MN0701,I,MN07,MN07 Upper West Side (CD 7 Approximation),938455.16746,3884.25171349,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-y636_kpvf-6dji,40.775738121083215,-73.98199592986681
36061015401,154.01,015401,1015401,1,Manhattan,Upper East Side-Yorkville,MN0803,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),763019.686876,3966.36283272,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-szyx.2htn~qv94,40.78058867027427,-73.9498524036313
36061015402,154.02,015402,1015402,1,Manhattan,Upper East Side-Yorkville,MN0803,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),590439.384387,3070.90779151,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ipuc_aas9.mnjm,40.78143718052559,-73.9468713218459
36061015403,154.03,015403,1015403,1,Manhattan,Upper East Side-Yorkville,MN0803,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),555763.323819,2991.22041188,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-vhsy-btg9.3nwg,40.782425114107596,-73.94973180338299
36061015501,155.01,015501,1015501,1,Manhattan,Upper West Side-Lincoln Square,MN0701,I,MN07,MN07 Upper West Side (CD 7 Approximation),928265.538275,3864.79104397,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-r6jm~ebvk_579j,40.77668475415234,-73.9848227565334
36061015700,157,015700,1015700,1,Manhattan,Upper West Side-Lincoln Square,MN0701,I,MN07,MN07 Upper West Side (CD 7 Approximation),1958586.74025,5778.30928559,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-94fj~cv3y-tc8q,40.77745693240652,-73.97974155412761
36061015801,158.01,015801,1015801,1,Manhattan,Upper East Side-Carnegie Hill,MN0802,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),1353075.804,4692.93188402,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-7ehy-u77k.97py,40.78427269509073,-73.95228101492386
36061015802,158.02,015802,1015802,1,Manhattan,East Harlem (South),MN1101,I,MN11,MN11 East Harlem (CD 11 Equivalent),551587.644154,3116.91669601,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-uzf6.p582_a99i,40.78664801118472,-73.9504974193725
36061016001,160.01,016001,1016001,1,Manhattan,Upper East Side-Carnegie Hill,MN0802,I,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),1352632.29778,4702.17377716,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-a22e.skbk.zmk4,40.78564060976738,-73.95483381268859
36061016100,161,016100,1016100,1,Manhattan,Upper West Side (Central),MN0702,I,MN07,MN07 Upper West Side (CD 7 Approximation),1677359.66531,5716.22543542,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-yis8-4w3y~kyec,40.779869222897204,-73.97691418573524
36061016400,164,016400,1016400,1,Manhattan,East Harlem (South),MN1101,E,MN11,MN11 East Harlem (CD 11 Equivalent),1911300.5038,5535.65465063,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ui3n~f65r-kw5j,40.78803849990938,-73.94549773587036
36061016500,165,016500,1016500,1,Manhattan,Upper West Side (Central),MN0702,I,MN07,MN07 Upper West Side (CD 7 Approximation),2199114.59964,6286.35561079,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-jb4k_qfzd.t2rn,40.782314687192475,-73.97533849336305
36061016600,166,016600,1016600,1,Manhattan,East Harlem (South),MN1101,E,MN11,MN11 East Harlem (CD 11 Equivalent),1871913.98262,5724.30052261,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ekv7.d2qr_z8yr,40.7893460559552,-73.94846538927855
36061016900,169,016900,1016900,1,Manhattan,Upper West Side (Central),MN0702,I,MN07,MN07 Upper West Side (CD 7 Approximation),1937087.87968,5751.66165621,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-7xfa~n63x.343j,40.78545608301467,-73.97258301563178
