geoid,ctlabel,ct2020,boroct2020,borocode,boroname,ntaname_x,nta2020,cdeligibil,cdta2020,cdtaname,shape_area,shape_leng,created_at,updated_at,row_id,centroid_lat,centroid_lon,Year,ntaname_y,Supply Gap (lbs.),Food Insecure Percentage,Unemployment Rate,Vulnerable Population Score,Weighted Score,Rank
36081018401,184.01,18401,4018401,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2062597.676,7105.8535066,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-u6yt.38za~nexk,40.67481590168615,-73.79103252706642,2025.0,Baisley Park,"-495,528.11682838",12.33%,905.33%,0.51,5.19353472917,159.0
36081018401,184.01,18401,4018401,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2062597.676,7105.8535066,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-u6yt.38za~nexk,40.67481590168615,-73.79103252706642,2024.0,Baisley Park,"-925,195.428019899",8.62%,9.75%,0.15,4.98117912114,137.0
36081018401,184.01,18401,4018401,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2062597.676,7105.8535066,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-u6yt.38za~nexk,40.67481590168615,-73.79103252706642,2023.0,Baisley Park,"-189,680.0695",10.90%,9.74%,0.15,5.28667427439,103.0
36081018402,184.02,18402,4018402,4,Queens,Baisley Park,QN1203,I,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2287905.76835,7150.59386247,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-bhn6_txdr_b4xu,40.6790021485885,-73.79419130405238,2025.0,Baisley Park,"-495,528.11682838",12.33%,905.33%,0.51,5.19353472917,159.0
36081018402,184.02,18402,4018402,4,Queens,Baisley Park,QN1203,I,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2287905.76835,7150.59386247,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-bhn6_txdr_b4xu,40.6790021485885,-73.79419130405238,2024.0,Baisley Park,"-925,195.428019899",8.62%,9.75%,0.15,4.98117912114,137.0
36081018402,184.02,18402,4018402,4,Queens,Baisley Park,QN1203,I,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2287905.76835,7150.59386247,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-bhn6_txdr_b4xu,40.6790021485885,-73.79419130405238,2023.0,Baisley Park,"-189,680.0695",10.90%,9.74%,0.15,5.28667427439,103.0
36081018501,185.01,18501,4018501,4,Queens,Sunnyside,QN0202,E,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),1060458.04178,4479.67395018,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5f73~nxkv_jvv4,40.73878442314248,-73.92244705618023,2025.0,Sunnyside,"-105,498.50887842",15.91%,644.19%,0.58,5.343861523,154.0
36081018501,185.01,18501,4018501,4,Queens,Sunnyside,QN0202,E,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),1060458.04178,4479.67395018,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5f73~nxkv_jvv4,40.73878442314248,-73.92244705618023,2024.0,Sunnyside,"-104,606.613041088",16.36%,6.52%,0.26,5.18133257228,122.0
36081018501,185.01,18501,4018501,4,Queens,Sunnyside,QN0202,E,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),1060458.04178,4479.67395018,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5f73~nxkv_jvv4,40.73878442314248,-73.92244705618023,2023.0,Sunnyside,"-1,001,672.239",10.57%,6.92%,0.26,3.99664539999,176.0
36081018502,185.02,18502,4018502,4,Queens,Sunnyside,QN0202,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),1059000.89307,4478.89677561,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8q8u_u3tz.nq6r,40.74065162612052,-73.9226027759179,2025.0,Sunnyside,"-105,498.50887842",15.91%,644.19%,0.58,5.343861523,154.0
36081018502,185.02,18502,4018502,4,Queens,Sunnyside,QN0202,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),1059000.89307,4478.89677561,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8q8u_u3tz.nq6r,40.74065162612052,-73.9226027759179,2024.0,Sunnyside,"-104,606.613041088",16.36%,6.52%,0.26,5.18133257228,122.0
36081018502,185.02,18502,4018502,4,Queens,Sunnyside,QN0202,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),1059000.89307,4478.89677561,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8q8u_u3tz.nq6r,40.74065162612052,-73.9226027759179,2023.0,Sunnyside,"-1,001,672.239",10.57%,6.92%,0.26,3.99664539999,176.0
36081018600,186.0,18600,4018600,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1940917.9081,7089.36932694,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8pct~e5rs-9gp3,40.67956202177079,-73.79997468222203,2025.0,Baisley Park,"-495,528.11682838",12.33%,905.33%,0.51,5.19353472917,159.0
36081018600,186.0,18600,4018600,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1940917.9081,7089.36932694,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8pct~e5rs-9gp3,40.67956202177079,-73.79997468222203,2024.0,Baisley Park,"-925,195.428019899",8.62%,9.75%,0.15,4.98117912114,137.0
36081018600,186.0,18600,4018600,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1940917.9081,7089.36932694,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8pct~e5rs-9gp3,40.67956202177079,-73.79997468222203,2023.0,Baisley Park,"-189,680.0695",10.90%,9.74%,0.15,5.28667427439,103.0
36081018700,187.0,18700,4018700,4,Queens,Sunnyside,QN0202,E,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),2598727.36025,7759.42768523,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-46x6_pvfj-zbs4,40.73631735135477,-73.92456515636152,2025.0,Sunnyside,"-105,498.50887842",15.91%,644.19%,0.58,5.343861523,154.0
36081018700,187.0,18700,4018700,4,Queens,Sunnyside,QN0202,E,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),2598727.36025,7759.42768523,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-46x6_pvfj-zbs4,40.73631735135477,-73.92456515636152,2024.0,Sunnyside,"-104,606.613041088",16.36%,6.52%,0.26,5.18133257228,122.0
36081018700,187.0,18700,4018700,4,Queens,Sunnyside,QN0202,E,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),2598727.36025,7759.42768523,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-46x6_pvfj-zbs4,40.73631735135477,-73.92456515636152,2023.0,Sunnyside,"-1,001,672.239",10.57%,6.92%,0.26,3.99664539999,176.0
36081018800,188.0,18800,4018800,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1916871.62152,6999.41751648,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nr2p_bkkd~inuq,40.68147812380321,-73.8005646624913,2025.0,Baisley Park,"-495,528.11682838",12.33%,905.33%,0.51,5.19353472917,159.0
36081018800,188.0,18800,4018800,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1916871.62152,6999.41751648,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nr2p_bkkd~inuq,40.68147812380321,-73.8005646624913,2024.0,Baisley Park,"-925,195.428019899",8.62%,9.75%,0.15,4.98117912114,137.0
36081018800,188.0,18800,4018800,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1916871.62152,6999.41751648,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nr2p_bkkd~inuq,40.68147812380321,-73.8005646624913,2023.0,Baisley Park,"-189,680.0695",10.90%,9.74%,0.15,5.28667427439,103.0
36081018900,189.0,18900,4018900,4,Queens,Sunnyside,QN0202,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),2343199.54328,6262.7321115,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-qwx9.8jxa_gnk7,40.739620643144,-73.92773059193408,2025.0,Sunnyside,"-105,498.50887842",15.91%,644.19%,0.58,5.343861523,154.0
36081018900,189.0,18900,4018900,4,Queens,Sunnyside,QN0202,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),2343199.54328,6262.7321115,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-qwx9.8jxa_gnk7,40.739620643144,-73.92773059193408,2024.0,Sunnyside,"-104,606.613041088",16.36%,6.52%,0.26,5.18133257228,122.0
36081018900,189.0,18900,4018900,4,Queens,Sunnyside,QN0202,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),2343199.54328,6262.7321115,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-qwx9.8jxa_gnk7,40.739620643144,-73.92773059193408,2023.0,Sunnyside,"-1,001,672.239",10.57%,6.92%,0.26,3.99664539999,176.0
36081019000,190.0,19000,4019000,4,Queens,Baisley Park,QN1203,I,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2026398.51589,6323.59650575,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-94y5~4itb.rjjd,40.685140039647415,-73.79437734720658,2025.0,Baisley Park,"-495,528.11682838",12.33%,905.33%,0.51,5.19353472917,159.0
36081019000,190.0,19000,4019000,4,Queens,Baisley Park,QN1203,I,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2026398.51589,6323.59650575,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-94y5~4itb.rjjd,40.685140039647415,-73.79437734720658,2024.0,Baisley Park,"-925,195.428019899",8.62%,9.75%,0.15,4.98117912114,137.0
36081019000,190.0,19000,4019000,4,Queens,Baisley Park,QN1203,I,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2026398.51589,6323.59650575,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-94y5~4itb.rjjd,40.685140039647415,-73.79437734720658,2023.0,Baisley Park,"-189,680.0695",10.90%,9.74%,0.15,5.28667427439,103.0
36081019200,192.0,19200,4019200,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2159253.2203,8090.62125876,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ijfm_jywh.aa72,40.683218125475975,-73.80176422445332,2025.0,Baisley Park,"-495,528.11682838",12.33%,905.33%,0.51,5.19353472917,159.0
36081019200,192.0,19200,4019200,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2159253.2203,8090.62125876,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ijfm_jywh.aa72,40.683218125475975,-73.80176422445332,2024.0,Baisley Park,"-925,195.428019899",8.62%,9.75%,0.15,4.98117912114,137.0
36081019200,192.0,19200,4019200,4,Queens,Baisley Park,QN1203,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2159253.2203,8090.62125876,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ijfm_jywh.aa72,40.683218125475975,-73.80176422445332,2023.0,Baisley Park,"-189,680.0695",10.90%,9.74%,0.15,5.28667427439,103.0
36081019400,194.0,19400,4019400,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),3276890.90459,7804.62071726,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8jz9_p7n3_i4gv,40.68588053322768,-73.80421404513366,2025.0,South Jamaica,"-2,561,516.49399059",16.03%,1347.54%,0.55,2.93347275092,187.0
36081019400,194.0,19400,4019400,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),3276890.90459,7804.62071726,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8jz9_p7n3_i4gv,40.68588053322768,-73.80421404513366,2024.0,South Jamaica,"-3,624,176.79513963",13.66%,15.62%,0.17,3.19565418517,192.0
36081019400,194.0,19400,4019400,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),3276890.90459,7804.62071726,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-8jz9_p7n3_i4gv,40.68588053322768,-73.80421404513366,2023.0,South Jamaica,"-2,882,998.136",16.11%,14.94%,0.17,2.89651347628,191.0
36081019600,196.0,19600,4019600,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2402963.98631,7476.96023115,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-g25q-7b8q~5pte,40.68964311229398,-73.79992336246357,2025.0,South Jamaica,"-2,561,516.49399059",16.03%,1347.54%,0.55,2.93347275092,187.0
36081019600,196.0,19600,4019600,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2402963.98631,7476.96023115,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-g25q-7b8q~5pte,40.68964311229398,-73.79992336246357,2024.0,South Jamaica,"-3,624,176.79513963",13.66%,15.62%,0.17,3.19565418517,192.0
36081019600,196.0,19600,4019600,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2402963.98631,7476.96023115,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-g25q-7b8q~5pte,40.68964311229398,-73.79992336246357,2023.0,South Jamaica,"-2,882,998.136",16.11%,14.94%,0.17,2.89651347628,191.0
36081019800,198.0,19800,4019800,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2231765.01948,6901.8555399,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5yvf-kaja~2tnb,40.691950133055045,-73.80249833770503,2025.0,South Jamaica,"-2,561,516.49399059",16.03%,1347.54%,0.55,2.93347275092,187.0
36081019800,198.0,19800,4019800,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2231765.01948,6901.8555399,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5yvf-kaja~2tnb,40.691950133055045,-73.80249833770503,2024.0,South Jamaica,"-3,624,176.79513963",13.66%,15.62%,0.17,3.19565418517,192.0
36081019800,198.0,19800,4019800,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),2231765.01948,6901.8555399,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-5yvf-kaja~2tnb,40.691950133055045,-73.80249833770503,2023.0,South Jamaica,"-2,882,998.136",16.11%,14.94%,0.17,2.89651347628,191.0
36081019901,199.01,19901,4019901,4,Queens,Sunnyside,QN0202,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),3440003.33132,10432.0731747,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-hs4a~84nf-5qes,40.73784333130816,-73.93433847536811,2025.0,Sunnyside,"-105,498.50887842",15.91%,644.19%,0.58,5.343861523,154.0
36081019901,199.01,19901,4019901,4,Queens,Sunnyside,QN0202,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),3440003.33132,10432.0731747,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-hs4a~84nf-5qes,40.73784333130816,-73.93433847536811,2024.0,Sunnyside,"-104,606.613041088",16.36%,6.52%,0.26,5.18133257228,122.0
36081019901,199.01,19901,4019901,4,Queens,Sunnyside,QN0202,I,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),3440003.33132,10432.0731747,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-hs4a~84nf-5qes,40.73784333130816,-73.93433847536811,2023.0,Sunnyside,"-1,001,672.239",10.57%,6.92%,0.26,3.99664539999,176.0
36081020200,202.0,20200,4020200,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1629223.56873,5922.69192126,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-dp73_it6i_3vvh,40.6896557864322,-73.80785123108619,2025.0,South Jamaica,"-2,561,516.49399059",16.03%,1347.54%,0.55,2.93347275092,187.0
36081020200,202.0,20200,4020200,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1629223.56873,5922.69192126,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-dp73_it6i_3vvh,40.6896557864322,-73.80785123108619,2024.0,South Jamaica,"-3,624,176.79513963",13.66%,15.62%,0.17,3.19565418517,192.0
36081020200,202.0,20200,4020200,4,Queens,South Jamaica,QN1202,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1629223.56873,5922.69192126,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-dp73_it6i_3vvh,40.6896557864322,-73.80785123108619,2023.0,South Jamaica,"-2,882,998.136",16.11%,14.94%,0.17,2.89651347628,191.0
36081020400,204.0,20400,4020400,4,Queens,Jamaica,QN1201,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),3087462.86611,8843.40190442,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-jj9q~6t29~a75n,40.69552146599125,-73.80308401460846,2025.0,Jamaica,"-2,931,908.86381",20.44%,1016.54%,0.63,2.10934996483,194.0
36081020400,204.0,20400,4020400,4,Queens,Jamaica,QN1201,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),3087462.86611,8843.40190442,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-jj9q~6t29~a75n,40.69552146599125,-73.80308401460846,2024.0,Jamaica,"-1,998,551.17688904",13.23%,9.36%,0.24,3.92810250288,184.0
36081020400,204.0,20400,4020400,4,Queens,Jamaica,QN1201,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),3087462.86611,8843.40190442,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-jj9q~6t29~a75n,40.69552146599125,-73.80308401460846,2023.0,Jamaica,"-1,862,764.978",13.96%,8.62%,0.24,2.97538287314,190.0
36081020600,206.0,20600,4020600,4,Queens,Jamaica,QN1201,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1593891.89865,6136.50943914,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-y2c2_nxbk-paz2,40.694120561258735,-73.80921228329288,2025.0,Jamaica,"-2,931,908.86381",20.44%,1016.54%,0.63,2.10934996483,194.0
36081020600,206.0,20600,4020600,4,Queens,Jamaica,QN1201,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1593891.89865,6136.50943914,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-y2c2_nxbk-paz2,40.694120561258735,-73.80921228329288,2024.0,Jamaica,"-1,998,551.17688904",13.23%,9.36%,0.24,3.92810250288,184.0
36081020600,206.0,20600,4020600,4,Queens,Jamaica,QN1201,E,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),1593891.89865,6136.50943914,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-y2c2_nxbk-paz2,40.694120561258735,-73.80921228329288,2023.0,Jamaica,"-1,862,764.978",13.96%,8.62%,0.24,2.97538287314,190.0
36081021400,214.0,21400,4021400,4,Queens,Jamaica Hills-Briarwood,QN0805,E,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4079387.02462,8571.34498293,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nfu2_7xa8_try8,40.70664366038008,-73.8157941928552,2025.0,Jamaica Hills-Briarwood,"294,414.83129535",16.87%,980.54%,0.57,6.21729449573,86.0
36081021400,214.0,21400,4021400,4,Queens,Jamaica Hills-Briarwood,QN0805,E,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4079387.02462,8571.34498293,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nfu2_7xa8_try8,40.70664366038008,-73.8157941928552,2024.0,Jamaica Hills-Briarwood,"236,913.516214615",14.25%,9.67%,0.19,5.83989748895,64.0
36081021400,214.0,21400,4021400,4,Queens,Jamaica Hills-Briarwood,QN0805,E,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),4079387.02462,8571.34498293,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-nfu2_7xa8_try8,40.70664366038008,-73.8157941928552,2023.0,Jamaica Hills-Briarwood,"439,227.4095",13.11%,9.26%,0.18,5.92259179807,52.0
36081021602,216.02,21602,4021602,4,Queens,Kew Gardens,QN0901,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1207645.67324,7626.18072851,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-zfus~ar3b.eikj,40.70439586825578,-73.81877096958412,2025.0,Kew Gardens,"346,123.541401487",13.84%,616.57%,0.5,5.83075857264,126.0
36081021602,216.02,21602,4021602,4,Queens,Kew Gardens,QN0901,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1207645.67324,7626.18072851,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-zfus~ar3b.eikj,40.70439586825578,-73.81877096958412,2024.0,Kew Gardens,"72,641.3346878265",13.57%,5.45%,0.13,4.6178973094,166.0
36081021602,216.02,21602,4021602,4,Queens,Kew Gardens,QN0901,E,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),1207645.67324,7626.18072851,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-zfus~ar3b.eikj,40.70439586825578,-73.81877096958412,2023.0,Kew Gardens,"144,592.772",9.93%,5.42%,0.14,4.65228241392,156.0
36081021603,216.03,21603,4021603,4,Queens,Kew Gardens,QN0901,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),3232869.36808,8920.67207464,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-a9a8-fmfe_hmab,40.7077894499212,-73.8208703726205,2025.0,Kew Gardens,"346,123.541401487",13.84%,616.57%,0.5,5.83075857264,126.0
36081021603,216.03,21603,4021603,4,Queens,Kew Gardens,QN0901,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),3232869.36808,8920.67207464,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-a9a8-fmfe_hmab,40.7077894499212,-73.8208703726205,2024.0,Kew Gardens,"72,641.3346878265",13.57%,5.45%,0.13,4.6178973094,166.0
36081021603,216.03,21603,4021603,4,Queens,Kew Gardens,QN0901,I,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),3232869.36808,8920.67207464,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-a9a8-fmfe_hmab,40.7077894499212,-73.8208703726205,2023.0,Kew Gardens,"144,592.772",9.93%,5.42%,0.14,4.65228241392,156.0
36081022002,220.02,22002,4022002,4,Queens,Jamaica Hills-Briarwood,QN0805,I,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),3309944.24989,10813.4544137,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ngx7_x9d7~mc4p,40.7125155937107,-73.81485936897826,2025.0,Jamaica Hills-Briarwood,"294,414.83129535",16.87%,980.54%,0.57,6.21729449573,86.0
36081022002,220.02,22002,4022002,4,Queens,Jamaica Hills-Briarwood,QN0805,I,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),3309944.24989,10813.4544137,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ngx7_x9d7~mc4p,40.7125155937107,-73.81485936897826,2024.0,Jamaica Hills-Briarwood,"236,913.516214615",14.25%,9.67%,0.19,5.83989748895,64.0
36081022002,220.02,22002,4022002,4,Queens,Jamaica Hills-Briarwood,QN0805,I,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),3309944.24989,10813.4544137,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-ngx7_x9d7~mc4p,40.7125155937107,-73.81485936897826,2023.0,Jamaica Hills-Briarwood,"439,227.4095",13.11%,9.26%,0.18,5.92259179807,52.0
36081023000,230.0,23000,4023000,4,Queens,Jamaica Hills-Briarwood,QN0805,I,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),1782960.0677,6035.91087673,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-xgin-5r77_6g6j,40.71257509582455,-73.80802544656449,2025.0,Jamaica Hills-Briarwood,"294,414.83129535",16.87%,980.54%,0.57,6.21729449573,86.0
36081023000,230.0,23000,4023000,4,Queens,Jamaica Hills-Briarwood,QN0805,I,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),1782960.0677,6035.91087673,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-xgin-5r77_6g6j,40.71257509582455,-73.80802544656449,2024.0,Jamaica Hills-Briarwood,"236,913.516214615",14.25%,9.67%,0.19,5.83989748895,64.0
36081023000,230.0,23000,4023000,4,Queens,Jamaica Hills-Briarwood,QN0805,I,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),1782960.0677,6035.91087673,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-xgin-5r77_6g6j,40.71257509582455,-73.80802544656449,2023.0,Jamaica Hills-Briarwood,"439,227.4095",13.11%,9.26%,0.18,5.92259179807,52.0
36081023200,232.0,23200,4023200,4,Queens,Jamaica Hills-Briarwood,QN0805,I,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),3557225.47619,8955.4496852,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-up9q.bw52~sk2z,40.71084557939309,-73.81382838980994,2025.0,Jamaica Hills-Briarwood,"294,414.83129535",16.87%,980.54%,0.57,6.21729449573,86.0
36081023200,232.0,23200,4023200,4,Queens,Jamaica Hills-Briarwood,QN0805,I,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),3557225.47619,8955.4496852,2025-08-21T13:56:10.254Z,2025-08-21T13:56:10.254Z,row-up9q.bw52~sk2z,40.71084557939309,-73.81382838980994,2024.0,Jamaica Hills-Briarwood,"236,913.516214615",14.25%,9.67%,0.19,5.83989748895,64.0
