from_pantry,to_pantry,lbs,distance_miles
412,224,222302.05194805196,3.735143151494068
414,381,222302.05194805196,1.8066414773026127
420,499,222302.05194805196,1.8174932473763676
422,480,222302.05194805196,0.4217814168945281
423,328,76343.93756738317,2.2675252657123632
423,437,145958.1143806688,2.1965128018153535
424,439,222302.05194805196,6.0708514331871335
425,299,222302.05194805196,2.6017356000373257
427,498,222302.05194805196,0.9657518384465321
428,498,222302.05194805196,2.180443096142317
430,345,222302.05194805196,4.911563732480652
431,413,222302.05194805196,3.923832685555322
432,217,222302.05194805196,3.3722133097264053
435,381,222302.05194805196,2.5231994519806333
436,345,182293.49805440838,4.542360188027981
436,366,40008.55389364358,4.393018121348237
441,219,222302.05194805196,1.8270224087042055
444,45,68351.95939857858,0.9231009347565249
444,52,68351.95939857858,0.8150141252436168
444,214,85598.13315089482,4.819159029675276
445,214,222302.05194805196,4.819159029675276
446,490,191459.49565874343,4.938080728613226
446,499,30842.55628930853,5.489728983294548
450,1,222302.05194805196,1.1661167379543362
452,325,74268.55278505196,1.2086663204941266
452,479,148033.499163,1.1346873577528178
453,139,56835.322942975996,1.1770168476957048
453,152,89254.53467555207,4.652988329030911
453,308,56835.322942975996,0.8063301825489941
453,459,19376.871386547893,1.4419834664082427
454,67,72659.4477783325,1.2631204861110232
454,78,17583.1873875925,2.145256530014553
454,138,72659.4477783325,1.4072618505595238
454,261,41816.78161620193,1.5413990924251058
454,483,17583.1873875925,2.7035078539262853
456,499,222302.05194805196,4.628672238283961
457,355,222302.05194805196,4.800120854088236
460,49,222302.05194805196,2.1968734922327036
466,290,109667.10279907196,3.5910405330381696
466,338,112634.94914898,3.6002087565754155
468,24,42536.38204623552,6.02361935832116
468,366,179765.66990181644,5.503218067977581
470,337,222302.05194805196,1.2667104870692933
471,8,65937.44076322875,0.1611388510076722
471,134,65937.44076322875,0.44509839645824056
471,275,65937.44076322875,0.24768580091350983
471,323,24489.729658365715,0.5288403567287275
475,49,206158.68980501295,2.352102880661269
475,384,16143.362143039,0.26388863043973493
476,478,222302.05194805196,0.40904438466568127
481,345,222302.05194805196,4.906233308072073
484,204,94627.0297381379,0.8388431789375187
484,447,127675.02220991405,0.12269926831237886
487,513,222302.05194805196,1.6779590020668402
488,1,22116.931859328615,1.115222437294704
488,108,200185.12008872334,1.6795018714447218
489,162,104953.13140561475,0.7606828466579076
489,165,9713.81589617582,0.39254264487497664
489,207,99327.20675952584,0.43886653441996076
489,478,8307.897886735533,0.7160357370093583
492,474,222302.05194805196,0.9586782587352312
493,60,93370.23361563394,2.0392569501247935
493,413,128931.81833241801,3.923832685555322
495,345,222302.05194805196,4.110967710320981
496,142,132386.2246174405,4.927106503244935
496,152,89915.82733061147,4.377743154835378
506,152,222302.05194805196,3.1041882769500986
507,253,222302.05194805196,0.5471515332900728
512,502,222302.05194805196,3.8427885099811228
