pantry_id,original_demand,received_step1,unmet_before_step2,supplied_step2,remaining_unmet,distance_miles,transport_cost,purchase_cost,total_cost,food insecure population
101,97638.258185344,0.0,97638.258185344,97638.258185344,0.0,11.639962870305903,113650.56999987455,53701.042001939204,167351.61200181377,8009.0393
461,97638.258185344,0.0,97638.258185344,97638.258185344,0.0,10.734138732456204,104806.260895686,53701.042001939204,158507.30289762522,8009.0393
482,97638.258185344,0.0,97638.258185344,97638.258185344,0.0,11.130943414693055,108680.59269702551,53701.042001939204,162381.6346989647,8009.0393
415,97638.258185344,0.0,97638.258185344,97638.258185344,0.0,11.402653070820064,111333.5184526635,53701.042001939204,165034.5604546027,8009.0393
238,97638.258185344,0.0,97638.258185344,97638.258185344,0.0,10.734138732456204,104806.260895686,53701.042001939204,158507.30289762522,8009.0393
180,87380.49590522428,0.0,87380.49590522428,87380.49590522428,0.0,2.3884586424292866,20870.470062458982,48059.27274787336,68929.74281033233,17074.3175
119,87380.49590522428,0.0,87380.49590522428,87380.49590522428,0.0,1.8105682139153492,15820.83484021594,48059.27274787336,63880.1075880893,17074.3175
166,87380.49590522428,0.0,87380.49590522428,87380.49590522428,0.0,2.029475651213316,17733.658883059754,48059.27274787336,65792.9316309331,17074.3175
112,87380.49590522428,0.0,87380.49590522428,87380.49590522428,0.0,1.9102686699918443,16692.02236961006,48059.27274787336,64751.295117483416,17074.3175
111,87380.49590522428,0.0,87380.49590522428,87380.49590522428,0.0,2.351300318382782,20545.778784239923,48059.27274787336,68605.05153211328,17074.3175
201,81025.57646199832,0.0,81025.57646199832,81025.57646199832,0.0,15.970080597547765,129398.49865608824,44564.06705409908,173962.56571018734,7517.189399999999
369,81025.57646199832,0.0,81025.57646199832,81025.57646199832,0.0,16.10459840946933,130488.43698162338,44564.06705409908,175052.50403572244,7517.189399999999
272,80312.17708353,0.0,80312.17708353,80312.17708353,0.0,5.112706924485097,41061.26238954371,44171.697395941505,85232.9597854852,10929.6622
442,80312.17708353,0.0,80312.17708353,80312.17708353,0.0,5.417761268560019,43511.22023968824,44171.697395941505,87682.91763562974,10929.6622
467,80312.17708353,0.0,80312.17708353,80312.17708353,0.0,4.847318353022282,38929.86899481705,44171.697395941505,83101.56639075855,10929.6622
164,80312.17708353,0.0,80312.17708353,80312.17708353,0.0,5.321133471094264,42735.181361562114,44171.697395941505,86906.87875750361,10929.6622
494,80312.17708353,0.0,80312.17708353,80312.17708353,0.0,5.424055609427357,43561.77146152441,44171.697395941505,87733.46885746591,10929.6622
500,72659.4477783325,0.0,72659.4477783325,72659.4477783325,0.0,9.297034363871692,67551.7382855098,39962.696278082876,107514.43456359267,15639.619199999996
263,72659.4477783325,0.0,72659.4477783325,72659.4477783325,0.0,8.83057810756492,64162.49288590995,39962.696278082876,104125.18916399282,15639.619199999996
228,72659.4477783325,0.0,72659.4477783325,72659.4477783325,0.0,8.666879720592979,62973.069445951456,39962.696278082876,102935.76572403433,15639.619199999996
140,72659.4477783325,0.0,72659.4477783325,72659.4477783325,0.0,8.838713519836285,64221.6043422186,39962.696278082876,104184.30062030148,15639.619199999996
149,72659.4477783325,0.0,72659.4477783325,72659.4477783325,0.0,9.242506843006973,67155.5443300346,39962.696278082876,107118.24060811748,15639.619199999996
261,72659.4477783325,0.0,72659.4477783325,72659.4477783325,0.0,9.424597079716817,68478.6019345509,39962.696278082876,108441.29821263377,15639.619199999996
53,72659.4477783325,0.0,72659.4477783325,72659.4477783325,0.0,9.570682402210803,69540.04982064417,39962.696278082876,109502.74609872705,15639.619199999996
408,72659.4477783325,0.0,72659.4477783325,72659.4477783325,0.0,9.912887119991185,72026.49040275044,39962.696278082876,111989.18668083331,15639.619199999996
392,72659.4477783325,0.0,72659.4477783325,72659.4477783325,0.0,10.011777765376156,72745.02437116193,39962.696278082876,112707.7206492448,15639.619199999996
433,68351.95939857858,0.0,68351.95939857858,68351.95939857858,0.0,10.660308715530777,72865.2988500273,37593.57766921822,110458.87651924552,16349.8635
58,68351.95939857858,0.0,68351.95939857858,68351.95939857858,0.0,10.497229458875088,71750.6201770593,37593.57766921822,109344.19784627752,16349.8635
459,68351.95939857858,0.0,68351.95939857858,68351.95939857858,0.0,10.145163309094825,69344.17905951985,37593.57766921822,106937.75672873807,16349.8635
45,68351.95939857858,0.0,68351.95939857858,68351.95939857858,0.0,10.766791053260361,73593.12649254312,37593.57766921822,111186.70416176134,16349.8635
8,65937.44076322875,0.0,65937.44076322875,65937.44076322875,0.0,3.3870564010634987,22333.38308068392,36265.592419775814,58598.97550045974,17162.176799999997
311,65937.44076322875,0.0,65937.44076322875,65937.44076322875,0.0,3.1837995662222185,20993.159529977092,36265.592419775814,57258.75194975291,17162.176799999997
323,65937.44076322875,0.0,65937.44076322875,65937.44076322875,0.0,2.9944186502357764,19744.43023702289,36265.592419775814,56010.02265679871,17162.176799999997
440,65937.44076322875,0.0,65937.44076322875,65937.44076322875,0.0,3.1795343312957813,20965.03566244677,36265.592419775814,57230.62808222258,17162.176799999997
279,65937.44076322875,0.0,65937.44076322875,65937.44076322875,0.0,3.041904268473831,20057.538250990594,36265.592419775814,56323.13067076641,17162.176799999997
134,65937.44076322875,0.0,65937.44076322875,65937.44076322875,0.0,3.075774442772318,20280.869512135265,36265.592419775814,56546.46193191108,17162.176799999997
216,52614.11131259375,0.0,52614.11131259375,52614.11131259375,0.0,10.437268474668002,54914.76053256078,28937.761221926565,83852.52175448734,7937.796799999999
147,52614.11131259375,0.0,52614.11131259375,52614.11131259375,0.0,10.511446415043288,55305.04117374521,28937.761221926565,84242.80239567177,7937.796799999999
504,52614.11131259375,0.0,52614.11131259375,52614.11131259375,0.0,10.388308671302738,54657.16287815052,28937.761221926565,83594.92410007709,7937.796799999999
14,36656.328613092,0.0,36656.328613092,36656.328613092,0.0,4.354876881086296,15963.379802265647,20160.980737200603,36124.360539466245,8041.1562
400,36656.328613092,0.0,36656.328613092,36656.328613092,0.0,4.3548768988683335,15963.379867448068,20160.980737200603,36124.36060464867,8041.1562
276,36656.328613092,0.0,36656.328613092,36656.328613092,0.0,4.461578330753836,16354.508142516312,20160.980737200603,36515.48887971692,8041.1562
7,36656.328613092,0.0,36656.328613092,36656.328613092,0.0,4.310056895004704,15799.086188441539,20160.980737200603,35960.06692564214,8041.1562
165,16076.350608325,0.0,16076.350608325,16076.350608325,0.0,2.303214794155862,3702.7288557130737,8841.99283457875,12544.721690291824,8301.9696
