from_pantry,to_pantry,lbs,distance_miles
232,222,68003.6248861025,0.7384970344556535
235,129,36656.328613092,3.7315908949031975
235,250,602534.4278950369,3.1581571824423627
235,252,178990.51193206615,3.115417096821616
236,380,227876.39559643876,7.073602198551985
237,282,3924.5541044600163,7.8655046297719435
239,265,163185.78204602166,4.8674334109864965
240,282,281545.81079738744,7.865869010455778
240,312,3885.092205725028,7.83071346446866
241,131,6872.5654855061875,4.597631565974662
241,325,130524.83835460628,4.9230580962992345
241,403,148033.499163,5.119771346611009
242,77,109476.29842455778,3.909752404567158
243,447,22782.292223842,0.12269019010653942
244,114,13753.132750832461,1.9617037392940815
244,451,119112.68536012752,2.013531325805861
245,162,75435.49485510336,1.3833878920855764
245,451,35728.72136886664,1.6453078450240282
249,220,32335.94094826375,2.536115046978166
257,252,466892.5005880174,7.794824551935558
257,455,33641.67507810067,7.828014989635191
258,152,51305.470929712494,4.396111278435193
258,200,120629.90200831834,7.940509179874366
259,124,171935.37293803084,7.36380964114372
260,282,35288.95594359333,6.410727987351331
262,15,89079.75160856667,1.8105784928151594
264,455,8073.941421282019,7.861278124124909
266,455,8073.941421282019,7.982493229944674
269,181,16076.350608325,0.3526683144433314
269,222,508637.88339584507,2.402838841939332
273,247,145315.50101130217,1.1092375970863655
273,309,211401.37314734847,2.1152653738859053
273,448,167997.3598455194,1.1965620162547166
278,10,105169.18958496829,1.545403240688392
278,505,15921.0959309077,0.7543478801747536
291,439,117515.04932209355,5.383676068354281
291,514,208252.60221235087,4.676245456479389
292,490,336680.94523240696,5.7758393303312205
292,499,29249.98248053447,6.332875292785967
293,437,82588.01947139666,5.73864989480368
294,501,34047.54142098,0.3617829860615908
296,380,227876.39559643876,7.1997996632944785
297,57,227876.39559643876,2.637555597945324
298,380,227876.39559643876,7.263864783533929
300,309,169133.42092293286,2.8887962719079057
302,309,169133.42092293286,2.226516119509802
305,299,200353.596394514,2.389495044648259
307,3,232016.51551131223,4.11054047129302
307,75,396482.6557793826,6.241637862281047
307,391,230806.9737913726,6.431617497993826
314,9,121090.28551587599,0.36168563224030553
317,10,121090.28551587599,1.7355868109623196
326,173,68003.6248861025,0.9331083320467092
329,419,183341.2106420537,6.6795390577084115
329,499,33614.367896222335,7.024132885394338
330,345,116915.16164495233,4.060464629559218
331,26,311050.7941421296,5.343704027329381
331,328,54880.1335708118,5.594738900558982
333,154,365930.9277129414,7.788368095168691
334,154,365930.9277129414,7.6363202228372
335,328,243880.36077310666,6.801940818961659
339,341,216955.57853827602,5.55567664885261
340,108,200185.12008872334,7.923966927118302
340,429,125582.53144572108,7.811075160363219
342,345,216955.57853827602,4.541584690813247
343,345,116915.16164495233,4.036090126928971
344,27,215097.49245785867,4.22678253586414
344,332,26678.671545615332,6.627225661754579
346,142,256849.49018197542,7.8685906926086755
346,490,68918.161352469,4.784144272719804
348,439,325767.6515344444,5.1352379086688416
349,5,837.6402096633392,4.872283249329168
349,22,81025.57646199832,4.504137898448434
349,225,81025.57646199832,4.86051992332085
349,373,39443.685434907,0.5000339819160464
349,497,39443.685434907,0.7200319382888226
350,295,53120.39818958752,5.265610926366944
350,341,698.1603293295775,3.3171519197143975
350,429,74602.58864300227,7.966493994253113
350,514,197346.5043725251,4.488063600821763
351,502,116915.16164495233,3.6870743701797566
353,5,80187.93625233498,4.717708640889413
353,347,81025.57646199832,5.435311934131914
353,365,80562.65128914067,5.829743310287237
354,295,216955.57853827602,7.370154428489258
356,27,211054.95889569828,3.130040319371562
356,437,32825.40187740838,6.5008360521294675
357,27,187045.03783013066,2.700873357378935
357,139,56835.322942975996,5.202488244738561
358,192,227373.568347155,2.9219312525231724
359,328,82588.01947139666,6.507759768944666
360,246,5821.354547653,5.559476107129725
361,328,1616.5426717348746,7.73524415615543
361,437,240159.62133173912,7.713615584705202
362,498,227373.568347155,0.6358009151459472
363,345,116915.16164495233,4.75958364803496
364,208,55196.005664890836,0.7267369741813388
364,437,27392.013806505827,5.794360830479462
367,208,82588.01947139666,0.17681111905566074
370,183,58653.483666203334,7.5233061597691675
372,341,125582.53144572108,3.5495186171087854
372,426,200185.12008872334,7.9774915504324255
375,27,82588.01947139666,2.4476899869925246
376,21,161231.44350018242,5.935245085774494
376,499,55724.135038093606,7.1187776426768234
377,345,116915.16164495233,4.829749073900112
378,332,147830.07187349966,6.023956340986945
378,365,93946.09212997432,5.30418076702289
379,345,116915.16164495233,4.798886262478701
383,57,227876.39559643876,2.889484899659092
387,380,227876.39559643876,6.491878192246469
388,80,59804.828708053334,1.3208304345049502
388,220,2396.7248169416707,2.506693682781034
390,381,240269.64851891634,1.6273514103826623
393,265,109476.29842455778,4.060453106039068
394,152,66554.68123591921,3.7472472691352614
394,313,105380.69170211162,7.685731140257325
395,142,14093.205998224788,5.817433511394971
395,154,486314.84722980624,4.822680650508125
397,15,74980.17531286416,6.881579678869253
397,251,222735.6489768072,6.916068278878994
397,282,202818.35137644672,6.395381707940587
398,246,5821.354547653,5.271142683193287
399,150,32335.94094826375,3.2062794245501194
401,152,84378.854862575,4.425470481334358
402,152,171935.37293803084,3.5844632407249155
404,152,171935.37293803084,3.9673063563254556
406,154,6307.32930436102,5.264009227900379
409,100,99500.51282840333,1.1991250269611586
409,150,9975.785596154456,4.153864281929384
412,499,365930.9277129414,6.5987742186317435
414,381,240269.64851891634,1.8066414773026127
420,246,261754.513595689,7.7745663525517745
422,396,28882.66813804899,2.2716559025776775
422,447,61077.07595977301,2.202318359205459
423,124,8122.947549401113,7.625945916202523
423,152,163812.42538862972,4.7818421862666955
424,499,365930.9277129414,6.641514867925826
425,35,291254.9181613863,3.200637736355944
427,192,39011.91451394599,3.320791254238928
427,498,188361.653833209,0.9657518384465321
428,345,310815.87133788335,5.882064048544986
428,498,264954.958068023,2.180443096142317
428,502,219830.76577151264,5.125053729517097
430,290,112634.94914898,6.539405698521545
430,295,37651.13404014928,7.176452523784112
430,338,66669.49534914675,6.522928265294619
431,220,109476.29842455778,3.764250832771009
432,95,37298.95930340832,1.2670531660445106
432,220,24902.59422158668,3.212259076464217
435,381,240269.64851891634,2.5231994519806333
436,338,45965.45379983325,6.168126974958754
436,345,170990.12473844277,4.542360188027981
441,150,140974.775527622,2.665038035690216
444,52,34175.97969928929,0.8150141252436168
444,157,34175.97969928929,1.0166462252572093
444,248,16026.895463996421,1.4902632240245255
445,52,34175.97969928929,0.8150141252436168
445,157,34175.97969928929,1.0166462252572093
445,248,16026.895463996421,1.4902632240245255
446,142,107421.202173893,7.335095035731845
450,127,132865.81811095998,2.792972642772044
452,282,35288.95594359333,5.439260159963465
453,152,55087.063839198,4.652988329030911
453,308,29291.791023376994,0.8063301825489941
454,67,3924.5541044600163,1.2631204861110232
456,288,307548.737685778,7.729684835835468
456,315,307548.737685778,7.8924438643837105
456,316,36737.657335593074,7.752331945978729
456,473,124496.60029774747,7.555259090937011
457,439,325767.6515344444,5.145014782926464
460,57,48151.186870783975,2.851007644180972
460,380,179725.20872565478,7.274025240420794
466,183,57325.780738696674,7.319405489560824
466,462,1327.7029275066598,7.214876906646441
468,295,216955.57853827602,7.880360028950002
470,246,5821.354547653,5.137245937283773
471,9,45489.63670517309,0.4735727940304327
471,284,75600.6488107029,0.6013352499103843
475,57,147523.24137153974,2.9008896050046467
475,381,64209.79208186001,4.406168096744556
475,384,16143.362143039,0.26388863043973493
476,451,37884.271552896666,0.5694822203160984
481,26,122535.36581456038,6.090130938658437
481,419,94420.21272371564,6.939014626650569
484,447,22782.292223842,0.12269926831237886
487,220,140974.775527622,1.3996514079226938
488,246,202759.6092806265,2.02712518521526
489,451,37884.271552896666,0.9126100321868295
492,222,68003.6248861025,1.0718626407376046
493,220,109476.29842455778,3.764250832771009
495,295,325767.6515344444,6.313073133376813
496,152,171935.37293803084,4.377743154835378
506,54,72659.4477783325,1.9462269380760397
506,131,109182.22175873091,4.589913265599757
506,152,103589.23346604905,3.1041882769500986
507,255,89079.75160856667,1.4062337453347096
512,502,227373.568347155,3.8427885099811228
